U10,Seed,Group,MssAlong,MssCross,MssTotal,Gamma
10,7,Raw Modified Lie,0.0360589641342006,0.0249400322457082,0.0609989963799087,0.831652470621281
10,7,MSS-Constrained Modified Lie,0.0312673279642802,0.0232520403489073,0.0545193683131874,0.862353140792534
10,8,Linear Elfouhaily,0.0367846291967464,0.0247721234129833,0.0615567526097297,0.82063195885527
10,8,Raw Modified Lie,0.0368767892107575,0.0247931017827307,0.0616698909934882,0.819952852811736
10,8,MSS-Constrained Modified Lie,0.0313024090027035,0.0232451718125975,0.054547580815301,0.861742474429218
10,9,Linear Elfouhaily,0.0378840444456302,0.0257319858773143,0.0636160303229445,0.82415421378848
10,9,Raw Modified Lie,0.0379480139880871,0.0257517190689861,0.0636997330570732,0.823774960427522
10,9,MSS-Constrained Modified Lie,0.0313472580681073,0.0232893050090995,0.0546365630772068,0.861942876305284
10,10,Linear Elfouhaily,0.0347654067356055,0.0254825595496716,0.0602479662852771,0.85614606813283
10,10,Raw Modified Lie,0.0348599666145622,0.025499933744901,0.0603599003594632,0.855275521801844
10,10,MSS-Constrained Modified Lie,0.0312145051965484,0.0232778663297832,0.0544923715263316,0.863561669930603
10,11,Linear Elfouhaily,0.0362853944976373,0.0256496497710645,0.0619350442687018,0.840765330892504
10,11,Raw Modified Lie,0.036391933993152,0.0256747331390503,0.0620666671322022,0.839944133353891
10,11,MSS-Constrained Modified Lie,0.0312817012075565,0.0232858188344376,0.0545675200419941,0.862781005610595
10,12,Linear Elfouhaily,0.0353507368311235,0.0256736098459728,0.0610243466770963,0.852205304923646
10,12,Raw Modified Lie,0.0354324766460895,0.025690138195315,0.0611226148414045,0.851495712393247
10,12,MSS-Constrained Modified Lie,0.0312399393563582,0.0232865172197933,0.0545264565761515,0.863370446737466
10,13,Linear Elfouhaily,0.0352403862080859,0.0257685943145535,0.0610089805226394,0.855116003809317
10,13,Raw Modified Lie,0.035329584285186,0.0257864320169708,0.0611160163021567,0.854331390016658
10,13,MSS-Constrained Modified Lie,0.0312353972053019,0.0232908736873796,0.0545262708926815,0.863513980980251
10,14,Linear Elfouhaily,0.0368752454542355,0.0259286260392406,0.0628038714934761,0.838537119228438
10,14,Raw Modified Lie,0.0369480586178349,0.0259504453547051,0.06289850397254,0.83806286210829
10,14,MSS-Constrained Modified Lie,0.0313054310373923,0.0232982584243234,0.0546036894617157,0.862684281651886
10,15,Linear Elfouhaily,0.0362091329675968,0.0240855594876474,0.0602946924552442,0.815585144452474
10,15,Raw Modified Lie,0.0362833184095596,0.0241051537947603,0.0603884722043199,0.815082283220534
10,15,MSS-Constrained Modified Lie,0.0312770263990559,0.0232124890945193,0.0544895154935752,0.861485809362614
10,16,Linear Elfouhaily,0.0381659227020902,0.0251503528184729,0.0633162755205632,0.811772168951149
10,16,Raw Modified Lie,0.0382534629936242,0.0251764106843748,0.0634298736779991,0.811262737591422
10,16,MSS-Constrained Modified Lie,0.0313598260126938,0.0232630100383673,0.054622836051061,0.861283508866623
10,17,Linear Elfouhaily,0.037921707330894,0.0256601612449823,0.0635818685758763,0.822594401617925
10,17,Raw Modified Lie,0.0379995287650868,0.0256812471589222,0.063680775924009,0.822089213271372
10,17,MSS-Constrained Modified Lie,0.0313493844068489,0.0232861141948777,0.0546354986017267,0.861854597826725
10,18,Linear Elfouhaily,0.0355491146605303,0.0254312378633021,0.0609803525238325,0.845803261218394
10,18,Raw Modified Lie,0.0356394002501626,0.025454194986621,0.0610935952367836,0.845112430791306
10,18,MSS-Constrained Modified Lie,0.0312490361194025,0.0232757768951701,0.0545248130145726,0.86304567368447
10,19,Linear Elfouhaily,0.0358359901445277,0.0256757824360041,0.0615117725805318,0.846451617590348
10,19,Raw Modified Lie,0.0359086972832971,0.0256871644582775,0.0615958617415746,0.845781649424315
10,19,MSS-Constrained Modified Lie,0.031260800088891,0.0232863824369713,0.0545471825258623,0.863079831809005
10,20,Linear Elfouhaily,0.0366676635959299,0.0257153578976634,0.0623830214935932,0.837441863528831
10,20,Raw Modified Lie,0.0367538082336466,0.0257372505807482,0.0624910588143948,0.836815860466555
10,20,MSS-Constrained Modified Lie,0.0312971811720361,0.0232886505848365,0.0545858317568726,0.86262005438256
12,1,Linear Elfouhaily,0.0426998596337905,0.0304205461183579,0.0731204057521484,0.844054091619905
12,1,Raw Modified Lie,0.0427905470996891,0.0304478688610578,0.0732384159607469,0.843537764980987
12,1,MSS-Constrained Modified Lie,0.0371711443580334,0.0276816832793101,0.0648528276373435,0.862965198429702
12,2,Linear Elfouhaily,0.043850420492018,0.029360378063227,0.073210798555245,0.818264934662697
12,2,Raw Modified Lie,0.0439362078368042,0.0293783661423327,0.0733145739791369,0.817716073518522
12,2,MSS-Constrained Modified Lie,0.0372202827599729,0.0276322361808512,0.064852518940824,0.861624782918898
12,3,Linear Elfouhaily,0.0413155470917444,0.0291112019797103,0.0704267490714548,0.839408407470916
12,3,Raw Modified Lie,0.0414085820717672,0.0291327257839726,0.0705413078557398,0.838774812816185
12,3,MSS-Constrained Modified Lie,0.0371101797200954,0.0276206380249192,0.0647308177450146,0.862720910227799
12,4,Linear Elfouhaily,0.0429393960503157,0.029598531419062,0.0725379274693776,0.830246619205712
12,4,Raw Modified Lie,0.0430401294330498,0.0296199708554987,0.0726601002885485,0.829574758104848
12,4,MSS-Constrained Modified Lie,0.03718195475409,0.0276435542676343,0.0648255090217242,0.862245292162566
12,5,Linear Elfouhaily,0.0413624314609935,0.0304805257239718,0.0718429571849654,0.858436541985455
12,5,Raw Modified Lie,0.0414463072162067,0.0305014298883905,0.0719477371045972,0.857861502332942
12,5,MSS-Constrained Modified Lie,0.0371118694439864,0.0276841159979063,0.0647959854418927,0.863692034512452
12,6,Linear Elfouhaily,0.0421047392127555,0.0290178152378447,0.0711225544506002,0.830169674143155
12,6,Raw Modified Lie,0.0422025435325164,0.0290396088818014,0.0712421524143178,0.829518484702523
12,6,MSS-Constrained Modified Lie,0.0371454369093427,0.0276162171182733,0.0647616540276161,0.86224236758951
12,7,Linear Elfouhaily,0.042593116043427,0.0290818713954156,0.0716749874388426,0.826307068820969
12,7,Raw Modified Lie,0.0426891256247041,0.0291074689988542,0.0717965946235583,0.825740511651836
12,7,MSS-Constrained Modified Lie,0.0371667342681335,0.0276194402379964,0.0647861745061299,0.862045590990286
12,8,Linear Elfouhaily,0.043061443466723,0.0289633859334616,0.0720248294001846,0.820125609892971
12,8,Raw Modified Lie,0.0431541017836731,0.0289845333663582,0.0721386351500314,0.819543699112304
12,8,MSS-Constrained Modified Lie,0.0371868715534832,0.0276135959581696,0.0648004675116528,0.861720969002522
12,9,Linear Elfouhaily,0.0446503032168152,0.0301572840127924,0.0748075872296076,0.821833625972252
12,9,Raw Modified Lie,0.044715105867399,0.0301772833468571,0.074892389214256,0.821510159505686
12,9,MSS-Constrained Modified Lie,0.0372530000316278,0.0276693309129279,0.0649223309445557,0.861824234504117
12,10,Linear Elfouhaily,0.0409935577736168,0.0297932826149381,0.070786840388555,0.852513710551702
12,10,Raw Modified Lie,0.0410887559963719,0.0298108877759362,0.0708996437723081,0.851777097124443
12,10,MSS-Constrained Modified Lie,0.0370957955441944,0.0276524359972955,0.0647482315414898,0.863384709941144
12,11,Linear Elfouhaily,0.0428505668211491,0.0301375306138543,0.0729880974350034,0.83863994968188
12,11,Raw Modified Lie,0.042957437565836,0.0301627345127069,0.0731201720785429,0.837946269771355
12,11,MSS-Constrained Modified Lie,0.0371783796548146,0.0276686637741442,0.0648470434289588,0.86267828037034
12,12,Linear Elfouhaily,0.0414130577446324,0.0299979242798773,0.0714109820245098,0.851092872082071
12,12,Raw Modified Lie,0.0414952111612013,0.0300144144048792,0.0715096255660805,0.850483608408229
12,12,MSS-Constrained Modified Lie,0.0371140576973176,0.027661845036669,0.0647759027339866,0.863319106819226
12,13,Linear Elfouhaily,0.0414507087625789,0.0300244938363114,0.0714752025988903,0.851082904166385
12,13,Raw Modified Lie,0.0415406351154373,0.0300424641529384,0.0715830992683756,0.850415583263064
12,13,MSS-Constrained Modified Lie,0.0371160880415783,0.027663137021832,0.0647792250634103,0.863315654099015
12,14,Linear Elfouhaily,0.0437083129685022,0.0303052736027359,0.0740135865712381,0.832677984962071
12,14,Raw Modified Lie,0.0437815988424324,0.0303272444256856,0.074108843268118,0.832282316136908
12,14,MSS-Constrained Modified Lie,0.0372137229865935,0.0276761896483233,0.0648899126349167,0.862385783872591
12,15,Linear Elfouhaily,0.042495703443688,0.028120494413236,0.070616197856924,0.813465174127028
12,15,Raw Modified Lie,0.0425706142550717,0.0281402527078106,0.0707108669628823,0.813034619033573
12,15,MSS-Constrained Modified Lie,0.0371615684333403,0.0275728113845927,0.064734379817933,0.861377468024142
12,16,Linear Elfouhaily,0.0453058864261731,0.0295031189642596,0.0748090053904327,0.806968624269857
12,16,Raw Modified Lie,0.0453940700251471,0.0295293690101033,0.0749234390352504,0.80654299173846
12,16,MSS-Constrained Modified Lie,0.0372810809259166,0.0276393202944632,0.0649204012203798,0.861032276112263
12,17,Linear Elfouhaily,0.0447560452945289,0.0301030879697348,0.0748591332642637,0.820124283828662
12,17,Raw Modified Lie,0.0448348797768812,0.0301243793508688,0.0749592591277499,0.819692665701714
12,17,MSS-Constrained Modified Lie,0.037257982990017,0.0276669035265649,0.0649248865165819,0.861728799979199
12,18,Linear Elfouhaily,0.0425101533966054,0.0298125289676526,0.0723226823642579,0.837438789373776
12,18,Raw Modified Lie,0.0426013751137209,0.0298356978124147,0.0724370729261356,0.836866707617592
12,18,MSS-Constrained Modified Lie,0.0371629105910787,0.0276535862261764,0.0648164968172551,0.862622675061037
12,19,Linear Elfouhaily,0.0426588352990531,0.0299853858679895,0.0726442211670426,0.838398174529743
12,19,Raw Modified Lie,0.0427319362657625,0.0299968657032843,0.0727288019690469,0.837841085877465
12,19,MSS-Constrained Modified Lie,0.0371685970074747,0.0276610361514401,0.0648296331589147,0.862672865627488
12,20,Linear Elfouhaily,0.0433110019047038,0.0300272475778034,0.0733382494825072,0.832642639450809
12,20,Raw Modified Lie,0.0433979964901087,0.030049339514721,0.0734473360048298,0.832113609576673
12,20,MSS-Constrained Modified Lie,0.0371973519269288,0.0276634535294958,0.0648608054564246,0.86237704259895
14,1,Linear Elfouhaily,0.0482595790311065,0.0339952812804533,0.0822548603115599,0.839300641090908
14,1,Raw Modified Lie,0.0483500788566104,0.0340226442685446,0.0823727231251551,0.83885218248481
14,1,MSS-Constrained Modified Lie,0.0427418598569581,0.0318125198446132,0.0745543797015713,0.862724888977848
14,2,Linear Elfouhaily,0.0493823783405841,0.0327698622342038,0.0821522405747878,0.814612943857608
14,2,Raw Modified Lie,0.0494684677388326,0.0327878585692377,0.0822563263080703,0.814127260952015
14,2,MSS-Constrained Modified Lie,0.0427907579904328,0.0317537718476143,0.0745445298380471,0.861435311615676
14,3,Linear Elfouhaily,0.0469419214232769,0.0325909073839325,0.0795328288072094,0.833235557930742
14,3,Raw Modified Lie,0.0470353278942871,0.0326124948867443,0.0796478227810313,0.832683432962506
14,3,MSS-Constrained Modified Lie,0.0426829831932851,0.03174525855232,0.0744282417456051,0.862406560373359
14,4,Linear Elfouhaily,0.0486681906129433,0.0331707710841244,0.0818389616970678,0.82557243413654
14,4,Raw Modified Lie,0.0487693604510385,0.0331922928604742,0.0819616533115126,0.824983184793833
14,4,MSS-Constrained Modified Lie,0.0427603163632945,0.0317732419634201,0.0745335583267146,0.862006042557654
14,5,Linear Elfouhaily,0.046923385819389,0.0339410931252873,0.0808644789446763,0.850488100924936
14,5,Raw Modified Lie,0.0470072806880976,0.0339620371305028,0.0809693178186004,0.849990950456951
14,5,MSS-Constrained Modified Lie,0.0426817102377254,0.0318096839405338,0.0744913941782593,0.863294095279298
14,6,Linear Elfouhaily,0.0477995951104405,0.0324987391442895,0.08029833425473,0.824557881114952
14,6,Raw Modified Lie,0.0478972031029886,0.0325206006397053,0.0804178037426939,0.823994289754248
14,6,MSS-Constrained Modified Lie,0.0427217529603246,0.0317407800260602,0.0744625329863849,0.861954349429329
14,7,Linear Elfouhaily,0.0483885568247614,0.0325165115050816,0.080905068329843,0.819748514868673
14,7,Raw Modified Lie,0.0484850591181757,0.0325420816013882,0.0810271407195639,0.819254244556498
14,7,MSS-Constrained Modified Lie,0.0427478181417263,0.0317418279904792,0.0744896461322055,0.861705748891886
14,8,Linear Elfouhaily,0.0486789799743908,0.0324285062709992,0.08110748624539,0.816192759101734
14,8,Raw Modified Lie,0.0487720719012828,0.0324497003198246,0.0812217722211074,0.815679866077634
14,8,MSS-Constrained Modified Lie,0.0427604352283025,0.0317373164288014,0.074497751657104,0.861517378565218
14,9,Linear Elfouhaily,0.0504155011612368,0.033755118729668,0.0841706198909048,0.81825331906266
14,9,Raw Modified Lie,0.0504801799390522,0.0337750604088368,0.084255240347889,0.817970460255696
14,9,MSS-Constrained Modified Lie,0.0428340955755109,0.0318009046084732,0.074635000183984,0.861638183262966
14,10,Linear Elfouhaily,0.0464364023918309,0.0333264059743241,0.079762808366155,0.847159055131088
14,10,Raw Modified Lie,0.0465319245945179,0.0333439690534137,0.0798758936479316,0.846512039602287
14,10,MSS-Constrained Modified Lie,0.0426600251794626,0.0317804858360532,0.0744405110155157,0.863117082948038
14,11,Linear Elfouhaily,0.0484848896921929,0.0337610823086397,0.0822459720008325,0.834458944952252
14,11,Raw Modified Lie,0.0485924758206873,0.0337864163028116,0.0823788921234988,0.833847346106571
14,11,MSS-Constrained Modified Lie,0.0427525484694945,0.0318014391301518,0.0745539875996463,0.862466793377126
14,12,Linear Elfouhaily,0.0470908913764185,0.0334450287077011,0.0805359200841196,0.842747224566252
14,12,Raw Modified Lie,0.0471734846168377,0.0334617374222237,0.0806352220390614,0.842219445746807
14,12,MSS-Constrained Modified Lie,0.0426892430935537,0.0317860887552728,0.0744753318488264,0.862897714253406
14,13,Linear Elfouhaily,0.0470886863092048,0.0334665856956079,0.0805552720048127,0.84303851530501
14,13,Raw Modified Lie,0.047178784358589,0.033484611603664,0.0806633959622531,0.842459941794679
14,13,MSS-Constrained Modified Lie,0.0426894828785658,0.0317871748387141,0.0744766577172798,0.862910032619393
14,14,Linear Elfouhaily,0.0497722424713925,0.0337493032851433,0.0835215457565358,0.82345297285835
14,14,Raw Modified Lie,0.049845826860545,0.0337713425617033,0.0836171694222484,0.82311356837556
14,14,MSS-Constrained Modified Lie,0.0428070201295145,0.0318007295723919,0.0746077497019065,0.861908261287863
14,15,Linear Elfouhaily,0.0479577131781516,0.0315586409765253,0.0795163541546769,0.811203682286427
14,15,Raw Modified Lie,0.0480326843523182,0.0315784389662459,0.0796111233185641,0.810824568477966
14,15,MSS-Constrained Modified Lie,0.0427277869599507,0.0316941566598223,0.074421943619773,0.861260243611898
14,16,Linear Elfouhaily,0.0513041941914243,0.0330966884448042,0.0844008826362285,0.803185455597503
14,16,Raw Modified Lie,0.0513926298279223,0.0331230058175956,0.0845156356455179,0.802813098295805
14,16,MSS-Constrained Modified Lie,0.0428724792428295,0.0317699224280779,0.0746424016709074,0.860832743375056
14,17,Linear Elfouhaily,0.0505134120573483,0.0337003331752823,0.0842137452326306,0.816796267953716
14,17,Raw Modified Lie,0.0505920441920127,0.0337216349188117,0.0843136791108244,0.816419176915557
14,17,MSS-Constrained Modified Lie,0.0428388366122022,0.0317983875785344,0.0746372241907366,0.861556404603951
14,18,Linear Elfouhaily,0.0489137570480659,0.0334041226240079,0.0823178796720739,0.826388992191573
14,18,Raw Modified Lie,0.0490049570523559,0.0334273118719095,0.0824322689242654,0.825906188306202
14,18,MSS-Constrained Modified Lie,0.0427706211332987,0.0317844528738429,0.0745550740071416,0.862054238211646
14,19,Linear Elfouhaily,0.0488037699557588,0.0334362896697693,0.082240059625528,0.827717912583498
14,19,Raw Modified Lie,0.0488772459551252,0.0334478098486211,0.0823250558037463,0.827238006251692
14,19,MSS-Constrained Modified Lie,0.0427650410282772,0.0317854271180213,0.0745504681462985,0.862123690459361
14,20,Linear Elfouhaily,0.0492621011549668,0.0335069715628801,0.0827690727178468,0.824728727957163
14,20,Raw Modified Lie,0.0493491407204479,0.0335290894265827,0.0828782301470306,0.824273014787499
14,20,MSS-Constrained Modified Lie,0.0427855911099079,0.0317892846631815,0.0745748757730894,0.861968925359317
16,1,Linear Elfouhaily,0.0532359998585261,0.0368945661600293,0.0901305660185555,0.832488985829521
16,1,Raw Modified Lie,0.053326778205875,0.0369219154770666,0.0902486936829416,0.832088344813544
16,1,MSS-Constrained Modified Lie,0.0473432896918205,0.0352088213261546,0.082552111017975,0.862375733398759
16,2,Linear Elfouhaily,0.0541657877550298,0.0355846844605954,0.0897504722156252,0.810529876477488
16,2,Raw Modified Lie,0.0542516611193334,0.0356026914919028,0.0898543526112362,0.810093029659693
16,2,MSS-Constrained Modified Lie,0.0473840105905784,0.03514482757434,0.0825288381649184,0.861221374817629
16,3,Linear Elfouhaily,0.0520846473093095,0.0354597573228261,0.0875444046321356,0.825112213513291
16,3,Raw Modified Lie,0.0521777754732107,0.0354813032489612,0.0876590787221719,0.824625958448713
16,3,MSS-Constrained Modified Lie,0.0472917562693173,0.0351388264923959,0.0824305827617132,0.86198737583651
16,4,Linear Elfouhaily,0.0537926717305523,0.0362102591331577,0.09000293086371,0.820454041943917
16,4,Raw Modified Lie,0.0538935053103704,0.0362317202272984,0.0901252255376688,0.819929026530297
16,4,MSS-Constrained Modified Lie,0.0473683204665244,0.035175616932143,0.0825439373986674,0.861741222381491
16,5,Linear Elfouhaily,0.0521711376103227,0.0367930232104838,0.0889641608208065,0.839783976501671
16,5,Raw Modified Lie,0.0522550988347249,0.0368139486950406,0.0890690475297656,0.839347622533287
16,5,MSS-Constrained Modified Lie,0.0472952579383443,0.0352036662939273,0.0824989242322716,0.8627503588165
16,6,Linear Elfouhaily,0.0530120246989909,0.0354592206159143,0.0884712453149052,0.817857041220557
16,6,Raw Modified Lie,0.0531099237399483,0.035481035780677,0.0885909595206253,0.81735421361686
16,6,MSS-Constrained Modified Lie,0.0473336449245297,0.0351388132480187,0.0824724581725484,0.861605714379969
16,7,Linear Elfouhaily,0.0534600878241819,0.0353532157598085,0.0888133035839904,0.813204227963804
16,7,Raw Modified Lie,0.0535561931519038,0.0353788387059093,0.0889350318578131,0.812768637529227
16,7,MSS-Constrained Modified Lie,0.047353452620971,0.0351337457433241,0.0824871983642951,0.861363375999061
16,8,Linear Elfouhaily,0.053927585099995,0.0353664669174643,0.0892940520174593,0.809823456125026
16,8,Raw Modified Lie,0.0540203358294138,0.0353876358432387,0.0894079716726525,0.80937005969059
16,8,MSS-Constrained Modified Lie,0.047373887967812,0.035134182501423,0.082508070469235,0.861182928536368
16,9,Linear Elfouhaily,0.0554431808464433,0.0367407701248136,0.0921839509712569,0.814048084073173
16,9,Raw Modified Lie,0.0555080542932258,0.0367607903146528,0.0922688446078786,0.813793876492297
16,9,MSS-Constrained Modified Lie,0.0474382833595612,0.0352011228902642,0.0826394062498254,0.861417670330562
16,10,Linear Elfouhaily,0.0512123311160542,0.0363073073370689,0.0875196384531231,0.841995457163289
16,10,Raw Modified Lie,0.0513076246848066,0.0363249313698837,0.0876325560546903,0.841417318421805
16,10,MSS-Constrained Modified Lie,0.0472520070563251,0.0351801361206556,0.0824321431769807,0.862856604590404
16,11,Linear Elfouhaily,0.0534147867414286,0.0366666493381534,0.090081436079582,0.828523561157641
16,11,Raw Modified Lie,0.0535217609025489,0.0366918781134944,0.0902136390160433,0.827979862418801
16,11,MSS-Constrained Modified Lie,0.0473519299361717,0.0351978205272094,0.0825497504633811,0.862162331061561
16,12,Linear Elfouhaily,0.0525066016832194,0.0362530825839791,0.0887596842671984,0.830932058014971
16,12,Raw Modified Lie,0.0525888395362227,0.0362695905218215,0.0888584300580441,0.830471116648253
16,12,MSS-Constrained Modified Lie,0.0473103154787736,0.0351774543415249,0.0824877698202985,0.862291851229856
16,13,Linear Elfouhaily,0.0522634480477297,0.0362798758144893,0.0885433238622191,0.833170465593461
16,13,Raw Modified Lie,0.05235346370265,0.0362978648554834,0.0886513285581334,0.832660244585255
16,13,MSS-Constrained Modified Lie,0.0472997053868053,0.0351788249814398,0.0824785303682451,0.862405359552471
16,14,Linear Elfouhaily,0.0551729125765842,0.0364926587834711,0.0916655713600553,0.813279448212173
16,14,Raw Modified Lie,0.055246274866343,0.0365146514862053,0.0917609263525483,0.812984152590652
16,14,MSS-Constrained Modified Lie,0.0474270721298469,0.0351893004563673,0.0826163725862142,0.861374794587025
16,15,Linear Elfouhaily,0.0529415352874782,0.034579541245993,0.0875210765334712,0.808186046341519
16,15,Raw Modified Lie,0.053016524170843,0.0345993198183978,0.0876158439892409,0.80784521115737
16,15,MSS-Constrained Modified Lie,0.0473294793760398,0.0350946288213887,0.0824241081974285,0.861101732666434
16,16,Linear Elfouhaily,0.0564590272108763,0.0360243377920761,0.0924833650029524,0.798787587433793
16,16,Raw Modified Lie,0.0565472996604752,0.0360506136816604,0.0925979133421355,0.798454909678673
16,16,MSS-Constrained Modified Lie,0.0474823011577422,0.0351668046132258,0.082649105770968,0.86059848089032
16,17,Linear Elfouhaily,0.0555213292285238,0.0365421071210811,0.092063436349605,0.81127270721174
16,17,Raw Modified Lie,0.0556002444987915,0.0365634200306593,0.0921636645294508,0.810933151592745
16,17,MSS-Constrained Modified Lie,0.0474422196339766,0.0351916488879103,0.0826338685218869,0.861266010110306
16,18,Linear Elfouhaily,0.054794746241715,0.0364758615779515,0.0912706078196665,0.815893211096653
16,18,Raw Modified Lie,0.0548860588840184,0.0364990535726933,0.0913851124567117,0.815473360027655
16,18,MSS-Constrained Modified Lie,0.0474115623734274,0.0351885487155672,0.0826001110889946,0.861506471715833
16,19,Linear Elfouhaily,0.0543674948751579,0.0362820331675414,0.0906495280426992,0.816913638810348
16,19,Raw Modified Lie,0.0544406721002458,0.0362935267483247,0.0907341988485705,0.816493716487694
16,19,MSS-Constrained Modified Lie,0.0473922511774188,0.0351786147512,0.0825708659286188,0.861560337464831
16,20,Linear Elfouhaily,0.0546184647478834,0.0363778128286278,0.0909962775765112,0.816109715059974
16,20,Raw Modified Lie,0.0547055483701741,0.0363999272268705,0.0911054755970446,0.815707714812471
16,20,MSS-Constrained Modified Lie,0.0474037537568267,0.0351837641805595,0.0825875179373862,0.861518849226746
18,1,Linear Elfouhaily,0.0578494270422253,0.0392922148465548,0.0971416418887801,0.824145182016587
18,1,Raw Modified Lie,0.057939613212985,0.0393194862643902,0.0972590994773752,0.823789252354626
18,1,MSS-Constrained Modified Lie,0.0514119221842961,0.0381963236322789,0.089608245816575,0.861943624004828
18,2,Linear Elfouhaily,0.0584279650897986,0.0379854938033423,0.0964134588931409,0.806303430778296
18,2,Raw Modified Lie,0.0585137562220487,0.0380034248526404,0.096517181074689,0.805902270618425
18,2,MSS-Constrained Modified Lie,0.0514372759484861,0.0381313612577794,0.0895686372062655,0.860998062818603
18,3,Linear Elfouhaily,0.0568371931592322,0.0378348909342133,0.0946720840934455,0.81588684697943
18,3,Raw Modified Lie,0.0569302764026896,0.0378564021876379,0.0947866785903274,0.81545128660149
18,3,MSS-Constrained Modified Lie,0.0513667663226453,0.0381239717891208,0.0894907381117661,0.861505305727774
18,4,Linear Elfouhaily,0.0584088457008588,0.0387841130185,0.0971929587193588,0.814868669310619
18,4,Raw Modified Lie,0.0585096672643372,0.0388055599177174,0.0973152271820546,0.814391370099918
18,4,MSS-Constrained Modified Lie,0.0514370962199561,0.038171205023302,0.0896083012432581,0.861449282275186
18,5,Linear Elfouhaily,0.0570730501958435,0.0391653047795673,0.0962383549754108,0.828390697930161
18,5,Raw Modified Lie,0.0571566496075857,0.0391861752371065,0.0963428248446921,0.828005185036269
18,5,MSS-Constrained Modified Lie,0.0513769596277799,0.0381898380315908,0.0895667976593707,0.862163649444455
18,6,Linear Elfouhaily,0.0578736497447053,0.0379504131489919,0.0958240628936971,0.809781439446001
18,6,Raw Modified Lie,0.0579709306852384,0.0379722004736834,0.0959431311589218,0.809333926832519
18,6,MSS-Constrained Modified Lie,0.0514133112841855,0.0381297941714012,0.0895431054555867,0.861181006198124
18,7,Linear Elfouhaily,0.057935489816228,0.0377104707606922,0.0956459605769202,0.806786524015387
18,7,Raw Modified Lie,0.0580316597288547,0.037735953750051,0.0957676134789057,0.806390067099352
18,7,MSS-Constrained Modified Lie,0.0514160029165249,0.0381178976155572,0.0895339005320822,0.861024112572831
18,8,Linear Elfouhaily,0.0589132650836812,0.0379428940231391,0.0968561591068203,0.802525202728565
18,8,Raw Modified Lie,0.0590060367570223,0.0379640140277753,0.0969700507847977,0.80211721982866
18,8,MSS-Constrained Modified Lie,0.051458827230603,0.0381293831082238,0.0895882103388268,0.860795419510327
18,9,Linear Elfouhaily,0.0599228630468498,0.0392423069872773,0.0991651700341272,0.809246794495108
18,9,Raw Modified Lie,0.0599872981091208,0.0392621770719184,0.0992494751810392,0.809016795904656
18,9,MSS-Constrained Modified Lie,0.0515012804735054,0.0381935380956302,0.0896948185691355,0.861164130717714
18,10,Linear Elfouhaily,0.0554818847182062,0.0388329791735302,0.0943148638917364,0.83661327621579
18,10,Raw Modified Lie,0.0555770759451202,0.0388504773648727,0.0944275533099929,0.836084809322885
18,10,MSS-Constrained Modified Lie,0.0513050182739568,0.0381734129686503,0.0894784312426071,0.862582359039965
18,11,Linear Elfouhaily,0.057950202380434,0.0390465674216823,0.0969967698021163,0.82085028264479
18,11,Raw Modified Lie,0.0580574286231006,0.0390718153431318,0.0971292439662324,0.820357015477167
18,11,MSS-Constrained Modified Lie,0.0514171442367709,0.0381842576815045,0.0896014019182753,0.861763707516939
18,12,Linear Elfouhaily,0.0576851231212969,0.0386160821640171,0.096301205285314,0.818186280659873
